1940,Charlie Chan's Murder Cruise,movie
1940,Charter Pilot,charter
1940,Chasing Trouble,mantan
1940,Christmas in July,maxford
1940,A Chump at Oxford,johnson
1940,City for Conquest,city
1940,Colorado,officer
1940,Comrade X,vasiliev
1940,Congo Maisie,plantation
1940,Cross-Country Romance,victim
1940,"Dance, Girl, Dance",burlesque
1940,Dark Command,cantrell
1940,Deadwood Dick,villain
1940,A Dispatch from Reuter's,reuter
1940,Dr. Christian Meets the Women,professor
1940,Dr. Cyclops,thorkel
1940,Dr. Ehrlich's Magic Bullet,ehrlich
1940,Dr. Kildare's Crisis,kildare
1940,Dreaming Out Loud,deputy
1940,Dulcy,cruise
1940,The Earl of Chicago,doc
1940,Earthbound,whimser
1940,East of the River,york
1940,East Side Kids,feeling
1940,"Edison, the Man",edison
1940,Elmer's Candid Camera,wildlife
1948,Escape,penter
1940,The Fargo Kid,gunman
1940,Father Is a Prince,junior someday
1940,The Fight for Life,maternity delivery
1940,The Fighting 69th,plunkett
1940,Flight Angels,air
1940,Flight Command,land
1940,Florian,archduke
1940,Flowing Gold,hap
1940,Foreign Correspondent,haverstock
1940,Forgotten Girls,donahue
1940,Forty Little Mothers,professor
1940,"Free, Blonde and 21",city
1940,From Nurse to Worse,lynton
1940,A Fugitive from Justice,company
1940,Gangs of Chicago,farm
1940,Gaucho Serenade,ranch
1940,The Ghost Breakers,sinister
1940,The Ghost Comes Home,insurance
1940,Girl from Havana,tubby
1940,Give Us Wings,york
1940,The Golden Fleecing,fender
1940,Golden Gloves,newspaper
1940,Gold Rush Maisie,family
1940,Granny Get Your Gun,mystery
1940,The Grapes of Wrath,family
1940,The Great Dictator,schultz
1940,The Great McGinty,mcginty
1940,The Green Archer,bellamy estate
1940,Green Hell,woman
1940,Half a Sinner,year
1940,He Married His Wife,man
1940,Her First Romance,dance
2012,High School,school
1940,Hired Wife,chaperon
1940,His Girl Friday,williams
1940,Hit Parade of 1941,radio
1940,The House Across the Bay,imprisoned gangster
1940,The House of the Seven Gables,hepzibah
1940,How High Is Up?,dent
1940,The Howards of Virginia,farm
1940,Hullabaloo,fiction
1940,Ice-Capades,skater
1940,I Love You Again,doc
1940,I Take This Oath,hanagan
1940,I Want a Divorce,couple
1940,If I Had My Way,buzz
1940,I'm Nobody's Sweetheart Now,boss
1940,I'm Still Alive,stunt
1940,The Invisible Man Returns,invisibility
1940,The Invisible Woman,professor
1940,Irene,estate
1940,It All Came True,mothering
1940,It's a Date,act
1940,I Was an Adventuress,polo
1940,Johnny Apollo,dwyer
1940,King of the Royal Mounted,sgt
1940,Kitty Foyle,return
1940,Knock Knock,salt
1940,"Knute Rockne, All American",football
1940,Laddie,laddie
1940,The Lady in Question,roguin
1940,Lady with Red Hair,belasco
1940,Lillian Russell,stage
1940,Little Nellie Kelly,noonan
1940,Little Old New York,york
1940,The Lone Wolf Meets a Lady,murder
1940,The Long Voyage Home,crew
1940,Love Thy Neighbor,actress
1940,Lucky Cisco Kid,kid
1940,Lucky Partners,hotel
1940,Maisie Was a Lady,cap
1940,The Man I Married,cruel
1940,The Marines Fly High,plantation
1940,Marked Men,mallon
1940,Married and in Love,time
1940,Maryland,danfield
1940,Meet the Wildcat,brod
1940,Melody and Moonlight,dance
1940,Melody Ranch,radio
1940,Millionaire Playboy,spa
1940,Millionaires in Prison,tax
1940,Misbehaving Husbands,party
1940,The Mortal Storm,professor
1940,Mr. Duck Steps Out,date
1940,The Mummy's Hand,jenson
1940,Murder in the Air,celluloid
1940,Murder Over New York,fenton
1940,My Little Chickadee,twillie
1940,My Love Came Back,scholarship
1940,Mysterious Doctor Satan,doctor
1940,Mystery Sea Raider,wilcoxon
1940,"No Census, No Feeling",cream
1940,North West Mounted Police,corbeau
1940,Northwest Passage,facing
1940,No Time for Comedy,gaylord
1940,Nutty But Nice,sausage
1940,Of Fox and Hounds,hound
1940,The Old Swimmin' Hole,harper
1940,One Million B.C.,tumak
1940,Opened by Mistake,banker
1940,Patient Porky,porky
1940,Phantom of Chinatown,street
1940,The Philadelphia Story,midnight
2002,Pinocchio,pinocchio
1940,Pride and Prejudice,return
1940,Primrose Path,profession
1940,Private Affairs,home
1940,The Quarterback,student
1940,Queen of the Mob,gang
1940,Queen of the Yukon,difficulty
1940,Rancho Grande,project
1940,The Ranger and the Lady,colt
1940,Rangers of Fortune,office
1940,Rebecca,mrs
1940,Remember the Night,bail
1940,Rhythm on the River,start
1940,"Ride, Tenderfoot, Ride",business
1940,Road to Singapore,mima
1940,Rockin' Thru the Rockies,land
1940,Sailor's Lady,sailor
1940,The Saint Takes Over,bremer
1940,The Saint's Double Trouble,fernack
1940,Santa Fe Trail,custer
1940,Saps at Sea,boat
1940,Saturday's Children,halevy
1940,Second Chorus,chisholm
1954,She Couldn't Say No,woman
1940,Shooting High,pritchard
1940,The Shop Around the Corner,kralik
1940,The Son of Monte Cristo,gurko
1940,Son of the Navy,chief
1940,Spring Parade,woman
1940,Star Dust,actress
1940,Stranger on the Third Floor,stranger
1940,Strike Up the Band,school
1940,Susan and God,blossom
1960,Swiss Family Robinson,pirate
1940,Tear Gas Squad,police
1940,Terry and the Pirates,master
1940,Texas Rangers Ride Again,ranger
1940,They Drive by Night,manage
1940,They Knew What They Wanted,illiterate
1940,"Third Finger, Left Hand",magazine
1940,Those Were the Days!,judge
1940,Three Faces West,dust
1940,'Til We Meet Again,year
1940,Too Many Girls,college
1940,Torrid Zone,oomph
1940,Trail of the Vigilantes,kansa
1940,Tugboat Annie Sails Again,salvage
1940,Turnabout,body
1940,Two Girls on Broadway,bartell
1940,Typhoon,worthless
1955,Untamed,hout
2009,Up in the Air,life
1940,Vigil in the Night,britain
1940,Virginia City,union
1940,Wagons Westward,sheriff
1940,The Westerner,bean
1940,When the Daltons Rode,brother
1940,Who Killed Aunt Maggie?,mystery script writer
1940,A Wild Hare,barrel
1940,Winners of the West,transcontinental
1940,Women in War,court
1940,You Can't Fool Your Wife,mother
1940,Young Bill Hickok,war
1940,Young Buffalo Bill,montez
1940,Young People,greenwood
1940,Young Tom Edison,train
1940,You're Not So Tough,posito
1940,Yukon Flight,renfrew
1941,An Ache in Every Stake,block
1941,Adam Had Four Sons,family
1941,Adventures of Captain Marvel,hidden
1941,Affectionately Yours,correspondent
1941,All-American Co-Ed,collinge
1941,All the World's a Stooge,wife
1941,All This and Rabbit Stew,golf
1941,All Through the Night,donahue
1941,Aloma of the South Seas,tanoa
1941,Andy Hardy's Private Secretary,school
1941,Arizona Bound,gold
1941,Arkansas Judge,feud
1941,The Bad Man,lopez
1941,Bahama Passage,company
1941,Ball of Fire,sugarpuss
1941,Barnacle Bill,pop
1964,Bedtime Story,army
1941,Belle Starr,guerrilla
1941,Billy the Kid,hickey
1941,Birth of the Blues,louey
1941,The Blood of Jesus,church
1941,Blues in the Night,jigger
1941,Bombay Clipper,agent
1941,Bowery Blitzkrieg,fight
1941,The Bride Came C.O.D.,pop
1941,Broadway Limited,train
1941,Buck Privates,training
1941,Caught in the Draft,war
1941,Charlie Chan in Rio,chief
1941,Cheers for Miss Bishop,president
1941,The Chocolate Soldier,comedy
1941,Citizen Kane,thompson
1941,City of Missing Girls,district
1941,Come Live With Me,passport
1941,Confessions of Boston Blackie,buchanan
1941,Confirm or Deny,information
1941,The Corsican Brothers,colonna
1941,Dangerously They Live,ingersoll
1941,Dead Men Tell,disease
1941,Design for Scandal,judge
1941,Desperate Cargo,macfarland
1941,The Devil and Daniel Webster,scratch
1941,The Devil and Miss Jones,clerk
1941,The Devil Commands,auto
1941,Dive Bomber,pilot
1941,Doctors Don't Tell,medical examination
1941,Double Cross,police
1941,Down in San Diego,officer
1941,Down Mexico Way,city
1941,Dr. Kildare's Wedding Day,kildare
1941,Dumbo,dumbo
1941,Dutiful But Dumb,office
1941,Elmer's Pet Rabbit,pet shop
1941,The Face Behind the Mask,latex
1941,The Feminine Touch,wife
1947,Fiesta,music
1941,The Flame of New Orleans,banker
1941,Flying Blind,karoleks
1941,Flying Wild,peewee
1941,Footsteps in the Dark,fissue
1941,Forced Landing,mosaque
1943,The Gang's All Here,potter
1941,The Gay Falcon,retana
1941,Glamour Boy,studio
1941,Golden Hoofs,race
1941,"Go West, Young Lady",tex
1941,Great Guns,hippo
1941,The Great Lie,pianist
1941,The Green Hornet Strikes Again,publisher
1941,"H. M. Pulham, Esq.",boston
1941,The Hard-Boiled Canary,opera
1941,Hard Guy,annulment
1941,"Harvard, Here I Come",francie
1941,The Heckling Hare,fall
1941,Hellzapoppin',business
1941,Henry Aldrich for President,body
1941,Here Comes Mr. Jordan,corkle
1941,Hiawatha's Rabbit Hunt,hiawatha
1941,High Sierra,mendoza
1941,Hit the Road,crookshank
1941,Hold Back the Dawn,hammock
1941,Hold That Ghost,mattson
1941,Honolulu Lu,lupe
1941,Horror Island,treasure
1941,How Green Was My Valley,huw
1941,Hudson's Bay,trade
1941,I Killed That Man,reporter
1941,I Wake Up Screaming,cregar
1941,I Wanted Wings,air
1941,I'll Never Heil Again,hailstone
1941,I'll Wait for You,trusting farm
1941,In the Sweet Pie and Pie,society
1941,International Lady,britain
1941,International Squadron,squadron
1941,Invisible Ghost,kessler
1942,Johnny Eager,hand
1941,Jungle Girl,shamba
1941,Jungle Man,fever
1941,Keep 'Em Flying,jinx
1941,King of the Zombies,sangre
1941,Kiss the Boys Goodbye,pool
1941,Kisses for Breakfast,oil
1941,Ladies in Retirement,fiske
1941,Lady Be Good,judge
1941,The Lady Eve,father
1941,Lady from Louisiana,lottery
1941,Lady Scarface,chicago gangster
1941,Let's Make Music,crosby
1941,Life Begins for Andy Hardy,office
1941,The Little Foxes,heart
1941,The Lone Wolf Keeps a Date,miami
1941,Look Who's Laughing,bergen
1941,Lydia,grandmother
1941,A Man Betrayed,lawyer
1941,Man Hunt,risborough
1941,Man Made Monster,rigas
1941,Manpower,pop
1941,The Medico of Painted Springs,sheep
1941,Meet Boston Blackie,blackie
1941,Meet John Doe,letter
1941,Meet the Chump,million dollar trust
1941,Men of Boys Town,whitey
1941,Mercy Island,boat
1941,The Midnight Snack,mammy
2004,Million Dollar Baby,scrap
1941,Mister Bug Goes to Town,hoppity
1941,Moonlight in Hawaii,clipper
2005,Mr. & Mrs. Smith,shootout
1941,Mr. Bug Goes to Town,hoppity
1941,Mr. District Attorney,district
1941,Murder by Invitation,trowbridge
1941,My Life with Caroline,martindale
1941,Navy Blues,lilibelle
1941,Never Give a Sucker an Even Break,woman
1941,New York Town,photography
1941,Niagara Falls,hotel
1941,Nice Girl?,danas
1941,The Nifty Nineties,home
1941,The Night of January 16th,faulkner
1941,Nine Lives Are Not Enough,dramatic main plot murder action
1941,The Nurse's Secret,mother
1941,One Foot in Heaven,church
1941,Out of the Fog,gangster
1941,Pacific Blackout,truck
1941,Pantry Panic,food
1941,Paper Bullets,crime
1941,Parachute Battalion,aircraft
1942,Paris Calling,government
1941,Penny Serenade,year
1941,The People vs. Dr. Kildare,kildare
1941,Petticoat Politics,markwell
1941,The Pittsburgh Kid,promoter
1941,Play Girl,man
1941,Playmates,kyser
1941,Pot o' Gold,music
1941,Power Dive,aircraft
1941,Rage in Heaven,doctor
1941,Reaching for the Sun,line
1941,Remember the Day,miss
1941,Ridin' on a Rainbow,money
1941,Road Show,drogo
1941,Roar of the Press,editor
1941,Romance of the Rio Grande,sweetheart
1941,The Round Up,payson
1941,Sailors on Leave,aunt
1941,The Saint in Palm Springs,york
1941,The Saint's Vacation,music
1941,Scotland Yard,lasher
1941,Scrub Me Mama with a Boogie Beat,light
1941,Sea Raiders,boat
1941,The Sea Wolf,leach
1941,Sergeant York,york
1941,Shadow of the Thin Man,day
1941,The Shanghai Gesture,charteris
1941,She Knew All the Answers,girl
1941,Shining Victory,doctor
1941,Sierra Sue,verebel
1941,Sing Another Chorus,garment business
1941,The Singing Hill,party
1941,Six Gun Gold,line
1941,Six Lessons from Madame La Zonga,alvarez phony
1941,Skylark,lawyer
1941,The Smiling Ghost,tennant
1941,So Ends Our Night,steiner
1941,So Long Mr. Chumps,bond
1941,Some More of Samoa,tree
1941,Spooks Run Wild,camp
1941,Steel Against the Sky,work
1941,Strange Alibi,sprague
1941,Sullivan's Travels,comedy
1941,Sun Valley Serenade,band
1941,Suspicion,beaky
1941,Swamp Water,keefer
1941,"Tall, Dark and Handsome",morrison
1941,Texas,goodness
1941,That Hamilton Woman,sir
1941,That Night in Rio,machado
1941,That Uncertain Feeling,room
1941,They Died with Their Boots On,custer
1941,They Met in Argentina,lucero
1941,They Met in Bombay,ground
1941,This Woman is Mine,seafaring fur traders fall
1941,Three Girls About Town,police
1941,Tight Shoes,miller
1941,Timber,track
1941,Time Out for Rhythm,dance
1941,"Tom, Dick and Harry",car
1941,Tortoise Beats Hare,line
1941,The Trial of Mary Dugan,attorney
1941,Two-Faced Woman,twin
1941,Uncle Joe,jones construct
1941,Under Age,manson
2012,Virginia,gilbertson
1941,Wabbit Twouble,cell
1941,The Wagons Roll at Night,carnival
1941,Washington Melodrama,publisher
1941,Western Union,union
1941,White Eagle,express
1941,Wild Geese Calling,friend
1941,The Wolf Man,sir
1941,A Woman's Face,plastic
1941,A Yank in the RAF,baker
1941,You Belong to Me,store
1941,You'll Never Get Rich,captain
1942,A-Haunting We Will Go,stage
1942,The Adventures of Martin Eden,ship
1943,The Adventures of Smilin' Jack,buildup
1942,The Affairs of Jimmy Valentine,mousey
1942,The Affairs of Martha,archer
1942,Alias Boston Blackie,blackie
1942,American Empire,rustlers bad weather
1942,Andy Hardy's Double Life,car
1942,Apache Trail,trigger
1942,Arabian Nights,kamar
1942,Bambi,faline
1942,The Bashful Bachelor,lum
1942,The Battle of Midway,felton
1942,Bells of Capistrano,brother
1942,Beyond the Blue Horizon,party
1942,The Big Street,security
1942,Billy the Kid Trapped,protection
1942,Black Dragons,dragon
1942,Blondie Goes to College,dagwood
1942,Bombs Over Burma,road
1942,The Boogie Man Will Get You,salesman
1942,Born to Sing,neighborhood
1942,Boston Blackie Goes Hollywood,trouble
1942,Bowery at Midnight,lugosi
1942,The Bowling Alley Cat,gets stuck
1942,Brooklyn Orchid,beauty
1942,The Bugle Sounds,doan
1942,Bugs Bunny Gets the Boid,mother buzzard
1942,Busses Roar,oil
1963,Cairo,man
1942,Calling Dr. Gillespie,gerniede
1942,Call Out the Marines,comedy
1942,Captains of the Clouds,dutton
1942,"Careful, Soft Shoulder",harbor
1942,Casablanca,laszlo
1942,Castle in the Desert,millionaire
1982,Cat People,leopard
1942,China Girl,bull
1942,Commandos Strike at Dawn,toresen
1942,The Corpse Vanishes,lorenz
1942,Counter-Espionage,agent
1942,The Courtship of Andy Hardy,judge
1942,Cowboy Serenade,asa
2002,Crossroads,mother
1942,Danger in the Pacific,lynd
1942,A Date with the Falcon,police
1942,Dawn on the Great Divide,power hungry businessman
1942,Desperate Journey,flight
1942,Dog Trouble,dog
1942,Don Winslow of the Navy,base
1942,Donald Gets Drafted,vision
1942,The Draft Horse,station
1942,Dr. Broadway,doc
1942,Dr. Gillespie's New Assistant,gillespie
1942,Dr. Kildare's Victory,hospital
1942,Dr. Renault's Secret,rogell
1942,Eagle Squadron,partridge
1942,Eyes in the Night,home
1942,The Falcon's Brother,inspector
1942,Fine Feathered Friend,hen
1942,Fingers at the Window,murder
1942,Flight Lieutenant,pilot
1942,Flying Tigers,blackie
1942,Footlight Serenade,champion
1942,For Me and My Gal,war
1942,Fraidy Cat,begin
1942,Freckles Comes Home,quigley
1942,Fresh Hare,scene
1942,Friendly Enemies,miller
1942,Gang Busters,line
1942,The Gay Sisters,gig
1942,A Gentleman After Dark,news
1942,A Gentleman at Heart,genius
1942,Gentleman Jim,corbett
1942,George Washington Slept Here,road
1942,Get Hep to Love,visitation
1942,The Ghost of Frankenstein,monster
1942,Girl Trouble,rubber
1942,Grand Central Murder,train
1942,The Great Man's Lady,city
1942,Heart of the Rio Grande,pass
1942,Her Cardboard Lover,chappie
1942,Here We Go Again,bergen
1942,Holiday Inn,perform
1942,Home in Wyomin',hack
1942,I Live on Danger,farr
1942,In This Our Life,asa
1942,Invisible Agent,heiser
1942,Joan of Paris,funk
1942,"Joe Smith, American",mckettrick
1942,Johnny Doughboy,success
1942,Journey for Margaret,war
1942,Juke Girl,madden
1967,Jungle Book,mowgli
1942,Junior G-Men of the Air,end
1942,Just Off Broadway,investigator
1942,Kid Glove Killer,evidence
1942,King of the Mounties,plane
1942,Kings Row,friend
1942,Lady Gangster,dog
1942,The Lady Has Plans,baker
1942,Lady in a Jam,childhood
1942,"Larceny, Inc.",pressure
1942,Law of the Jungle,owner
1942,Let's Get Tough!,gang
1942,Life Begins at Eight-Thirty,news
1942,The Living Ghost,banker
1942,Lucky Ghost,start
1942,The Mad Monster,petro
1942,The Magnificent Ambersons,amberson
1942,The Magnificent Dope,course
1942,The Male Animal,football
1942,The Man Who Came to Dinner,whiteside
1942,Man with Two Lives,panino
1942,Manila Calling,radio
1942,Men of Texas,texas
1942,Miss Annie Rooney,salesman
1942,Moonlight in Havana,crane
1942,Moonlight Masquerade,mikki
1942,The Moon and Sixpence,strickland
1942,Moontide,bobo
1942,Mrs. Miniver,home
1942,The Mummy's Tomb,bey
1942,Murder in the Big House,burgen
1942,My Favorite Blonde,police
1942,My Favorite Duck,duck
1942,My Gal Sal,pan
1942,The Mystery of Marie Roget,dupin
1942,Nazi Agent,becker
1942,'Neath Brooklyn Bridge,mcgaffey
1942,Night in New Orleans,man
1942,Night Plane from Chungking,road
1942,A Night to Remember,apartment
1956,Nightmare,grayson
1942,Northwest Rangers,childhood
1942,"Now, Voyager",home
1942,Obliging Young Lady,mother
1942,One Thrilling Night,mooney
1942,On the Sunny Side,aylesworth
1942,Overland Mail,stagecoach company
1942,The Palm Beach Story,hackensacker
1942,Parachute Nurse,training including
1942,Pardon My Sarong,bus
1942,The Pay Off,attorney
1942,Perils of Nyoka,vultura
1942,Pierre of the Plains,clerou
1942,Pittsburgh,cash
1942,Powder Town,pennant
1943,Prelude to War,heroic
1942,Private Buckaroo,training
1942,Random Harvest,family
1942,Reap the Wild Wind,loxi
1942,The Remarkable Andrew,life
1942,Reunion in France,force
1942,Ride 'Em Cowboy,cowboy
1942,Right to the Heart,sweetheart
1942,Rings on Her Fingers,department
1942,Road to Happiness,baritone opera
1942,Road to Morocco,kasim
1942,Roxie Hart,report
1942,Rubber Racketeers,gilin
1942,Saboteur,fry
1942,Seven Days' Leave,mapy
1942,Sex Hygiene,health
1942,Sherlock Holmes and the Voice of Terror,watson
1942,Ship Ahoy,fiction adventure
1942,Somewhere I'll Find You,man
1942,Son of Fury: The Story of Benjamin Blake,ship
1942,Song of the Islands,paradise
1942,So's Your Aunt Emma,hammond
1942,Springtime in the Rockies,engagement
1942,Spy Smasher,soil
1942,The Squawkin' Hawk,mother
1942,Stand By for Action,masterman
1943,Star Spangled Rhythm,pop
1942,The Strange Case of Doctor Rx,church
1942,Sundown Jim,moffitt
1942,Sweater Girl,mcgill
1942,"Take a Letter, Darling",painter
1942,The Talk of the Town,dilg
1942,Tarzan's New York Adventure,circus
1942,Tennessee Johnson,johnson
1942,They All Kissed the Bride,company
1942,They Raid by Night,commando
1942,This Above All,air
1942,This Gun for Hire,crane
1947,This Time for Keeps,herald
1942,Thunder Birds,flight
1942,To Be or Not to Be,tura
1942,To the Shores of Tripoli,harbor
1942,"Tombstone, the Town Too Tough to Die",earp
1942,Too Many Women,wealthy uncle
1942,Tortilla Flat,pilon
1942,Treat 'Em Rough,hotfoot
1942,Tulips Shall Grow,life
1942,The Tuttles of Tahiti,family
1942,Twin Beds,larky
1942,The Undying Monster,family
1942,The Wabbit Who Came to Supper,tax
1942,Wake Island,caton
1942,The War Against Mrs. Hadley,mrs
1942,We Are the Marines,war
1942,We Were Dancing,house
1942,Western Mail,yaconelli
1942,West of Tombstone,barnet
1942,What's Cookin'?,performer
1942,White Cargo,langford
1942,Who Done It?,radio
1942,Wild Bill Hickok Rides,river
1942,Wings for the Eagle,factory
1942,Woman of the Year,ceremony
1942,Wood for War,war
1942,Wrecking Crew,money
1942,X Marks the Spot,valuable commodity
1942,Yankee Doodle Dandy,singer
1942,A Yank in Libya,yussof
1942,The Yanks Are Coming,world
1942,Yokel Boy,buggsie
1942,You Were Never Lovelier,acuna
1942,"You're a Sap, Mr. Jap",popeye
1942,Youth on Parade,perfect student
1995,Above Suspicion,wife
1943,Action in the North Atlantic,seawitch
1943,Adventure in Iraq,crash
1943,The Adventures of a Rookie,colonel
1943,Adventures of the Flying Cadets,galt
1943,Aerial Gunner,life
1943,After Midnight with Boston Blackie,blackie
1943,Air Force,air
1943,Alaska Highway,alaska
1943,The Ape Man,ape
1943,Around the World,china
1943,Baby Puss (Tom and Jerry),diaper
1943,Back from the Front,aboard
1943,Background to Danger,turkish
1943,Bar 20,gang
1943,Bataan,gun
1989,Batman,batman
1943,The Battle of Britain,britain
1943,Best Foot Forward,man
1943,Bombardier,air
1943,Bomber's Moon,dakin
1943,Border Patrol,government
1943,Buckskin Frontier,railroad
1943,Bullets and Saddles,movie
1943,Cabin in the Sky,lucifer
1943,Calling Dr. Death,duval
1943,Captive Wild Woman,miss
1943,The Chance of a Lifetime,dooley
1943,Chetniks! The Fighting Guerrillas,brockner
1943,China,aircraft
1943,Cinderella Swings It,scattergood
1943,City Without Men,boarding
1943,Clancy Street Boys,mcginnis
1943,Claudia,husband
1943,Combat America,base
1943,The Constant Nymph,sanger
1943,Corvette K-225,macclain
1943,Crash Dive,supply
1943,Crime Doctor,man
1943,"Cry ""Havoc""",group
1943,The Crystal Ball,zenobia
1943,The Dancing Masters,insurance
1943,Dangerous Blondes,fiction
1943,Dead Men Walk,doctor
1943,The Desperadoes,cheyenne
1943,Destination Tokyo,cassidy
1988,Destroyer,mozer
1943,Dixie,cook
1943,Dizzy Detectives,police
1943,Dizzy Pilots,notice
1943,Don Winslow of the Coast Guard,coast
1943,Dr. Gillespie's Criminal Case,successfully recover
1943,DuBarry Was a Lady,collector
2010,Edge of Darkness,station
1943,The Falcon and the Co-eds,teacher
1943,The Falcon in Danger,home
1943,The Falcon Strikes Back,hotel
1943,The Fallen Sparrow,skaas
1943,Falling Hare,air
1943,Family Troubles,gang
1943,First Comes Courage,capt
1943,Five Graves to Cairo,mouche
1943,Flesh and Fantasy,stunt
1943,Follow the Band,band
1943,For Whom the Bell Tolls,guerrilla
1943,Forever and a Day,world
1943,Frankenstein Meets the Wolf Man,monster
1943,Frontier Badmen,texas cattle rancher
1943,Der Fuehrer's Face,band
1943,A Gem of a Jam,stooge
1943,The Ghost and the Guest,frye
1943,The Ghost Ship,merriam
1943,Ghosts on the Loose,gang
1943,Gildersleeve's Bad Day,gildersleeve
1943,The Girl from Monterrey,champion
1943,Girls in Chains,moon
1943,G-Men vs. the Black Dragon,agent
1943,The Good Fellows,daughter
1943,The Gorilla Man,officer
1943,Guadalcanal Diary,marines land
1943,Gung Ho!,thorwald
1943,A Guy Named Joe,pilot
1943,Hangmen Also Die!,professor
1943,Happy Go Lucky,potion
1943,Happy Land,gramp
1991,The Hard Way,police
1943,The Heat's On,producer
1978,Heaven Can Wait,farnsworth
1943,Henry Aldrich Gets Glamour,movie
1943,Hers to Hold,war
1943,Hi Diddle Diddle,genya
1943,His Butler's Sister,half
1943,Hit the Ice,tubby
1943,Hitler's Children,henkel
1943,Hitler's Madman,resistance
1994,Holy Matrimony,havana
1943,Hostages,ignorant washroom
1943,I Can Hardly Wait,patient
1943,I Dood It,mining
1943,I Walked with a Zombie,voodoo
1943,Immortal Sergeant,plane
1943,In Old Oklahoma,kid
1943,The Iron Major,cav
1943,Isle of Forgotten Sins,tell
1943,It Ain't Hay,horse
1943,Jack London,oyster
1996,Jane Eyre,woman
1943,Jitterbugs,corcoron
1943,Johnny Come Lately,newspaper proprietor
1943,Journey into Fear,banat
1943,Keep 'Em Slugging,gang
1943,Keeper of the Flame,kerndon
1943,Ladies' Day,money
1943,Lady of Burlesque,york
1943,A Lady Takes a Chance,york
1943,Lassie Come Home,lassie
1943,The Leopard Man,man
1943,London Blackout Murders,news
1943,The Lone Star Trail,tex
1943,The Lonesome Mouse,mammy
1943,Lost Angel,alpha
1943,The Mad Ghoul,ghoul
1943,Madame Curie,prof
1943,The Man from Down Under,jocko
1943,Margin for Error,officer
1943,The Meanest Man in the World,client
1943,Meshes of the Afternoon,man
1943,Minesweeper,houston
1943,Mission Accomplished,mission
1943,Mission to Moscow,ambassador
1943,Mister Big,school
1943,The More the Merrier,dingle
1943,Mr. Lucky,zepp
1943,My Friend Flicka,rancher
1943,The Mysterious Doctor,war
1943,The New Spirit,announcer
1943,Nobody's Darling,act
1943,No Place for a Lady,wembley
1943,No Time for Love,tunnel
1943,The North Star,union
1943,Northern Pursuit,wagner
1943,Old Acquaintance,home
1943,One Dangerous Night,fight
1943,The Outlaw,doc
1943,The Ox-Bow Incident,posse
1943,Passport to Suez,wembley
1996,The Phantom,drax
1943,Pigs in a Polka,pig
1943,Pilot No. 5,bomb
1943,Porky Pig's Feat,porky
1943,Presenting Lily Mars,small girl
1943,Princess O'Rourke,president
1943,Redhead from Manhattan,sister
1943,Red Hot Riding Hood,grandma
1943,Report from the Aleutians,war
1944,The Return of the Vampire,sir
1943,Reveille with Beverly,station
1943,Revenge of the Zombies,carradine
1943,The Saint Meets the Tiger,investigator
1943,Salute to the Marines,corps
1943,Salute for Three,buzz
1943,Scrap Happy Daffy,goat
1943,Secret Service in Darkest Africa,agent
1943,The Seventh Victim,school
1943,Shadow of a Doubt,uncle
1943,Sherlock Holmes Faces Death,estate
1943,Sherlock Holmes and the Secret Weapon,lestrade
1943,Sherlock Holmes in Washington,pettibone
1943,The Sky's the Limit,newspaper
1943,So Proudly We Hail!,story
1943,Someone to Remember,grandson
1943,Something to Shout About,vaudeville
1943,Son of Dracula,dark
1943,The Song of Bernadette,sister
1943,So This Is Washington,lum
1943,Spook Louder,time
1943,Stage Door Canteen,door
1943,A Stranger in Town,career
1943,Submarine Alert,radio
1943,Submarine Base,taggert
1943,Sufferin' Cats!,meathead
1943,Super-Rabbit,superhero
1943,Swing Shift Maisie,breezy
1943,Tarzan's Desert Mystery,film
1943,Tarzan Triumphs,city
1943,Thank Your Lucky Stars,girlfriend
1943,They Came to Blow Up America,reiter
1943,They Got Me Covered,information
1943,They Stooge to Conga,house
1943,This Is the Army,world
1943,This Land Is Mine,schoolmaster
1943,Thousands Cheer,comedy
1943,Three Hearts for Julia,cabin
1943,Three Little Twirps,start
1943,Thumbs Up,factory
1943,Tiger Fangs,rubber
1943,Tonight We Raid Calais,british intelligence
1943,Tornado,victory
1943,Wackiki Wabbit,man
1943,War of the Wildcats,oil man
1943,Watch on the Rhine,time
1943,The West Side Kid,daughter
1943,We've Never Been Licked,pop
1943,What a Woman!,news
1943,Whispering Footsteps,maniac
1943,Who Killed Who?,killer
1943,Wings Over the Pacific,pilot
1943,Wintertime,spending
1943,The Woman of the Town,bat
1943,Yankee Doodle Daffy,sleepy
1943,The Yankee Doodle Mouse,mouse
1943,"You, John Jones!",sequence
1943,Young and Willing,ensue
1943,Young Ideas,relationship
1943,The Youngest Profession,autograph
1944,3 Men in White,competition
1944,Abroad with Two Yanks,type
1944,Accent on Crime,hanahan
1944,Action in Arabia,nazis
1944,Address Unknown,griselle
1985,The Adventures of Mark Twain,trio
1996,Alaska,cubby
1944,Ali Baba and the Forty Thieves,cassim
1944,An American Romance,manufacturer
1944,And Now Tomorrow,home
1944,Andy Hardy's Blonde Trouble,college
1944,Are These Our Parents?,teenage
1944,Arsenic and Old Lace,insanity
1980,Atlantic City,husband
1944,Babes on Swing Street,uncle
1944,Barbary Coast Gent,plush
1944,The Barber of Seville,shop
1944,Bathing Beauty,news
1944,Belle of the Yukon,bank
